563	4664	11
3883	9379	1
689	7936	41
1307	2084	5
28977	8782	13
161	8734	33
103	991	8
736	36	10
103	6514	5
7222	141	18
2024	8311	31
352	2459	20
9059	7849	11
187	5410	9
14680	4593	20
5138	2651	3
104	4152	10
4708	238	4
4820	3529	5
3862	6387	25
17039	4175	2
1442	4950	15
168	7646	25
154	6085	25
153	3601	35
16951	8560	24
6197	8018	23
105	3739	9
111	5641	1
116	6170	8
391	381	38
151	6127	5
564	2289	0
102	6559	6
236	3098	6
9610	3871	8
43302	2739	6
1331	4852	0
107	6789	15
107	7499	13
28872	4028	28
221	7102	11
6824	2213	1
817	7740	21
101	9816	6
50623	3884	1
8608	5644	29
106	1062	12
1133	6510	39
438	7352	27
54423	5697	15
2220	3303	23
4620	313	21
13428	2136	3
214	7416	13
55462	5997	37
10091	6527	8
23912	7124	36
44074	7216	9
690	1170	10
451	8086	12
31252	6491	20
9783	8568	17
8	815	17
1732	9719	5
113	6610	7
8242	5550	25
14634	5418	18
408	3667	37
508	3230	20
4693	1901	7
2662	3532	10
350	6935	0
6730	945	6
25164	8143	24
31129	5603	14
38899	2215	0
2418	7442	20
4935	2098	13
1185	341	13
5009	2751	29
34803	7257	29
2146	2835	16
1316	3575	2
4264	1909	11
464	7762	11
1979	9637	25
2	5420	37
43865	2279	1
5214	2424	7
4385	7178	21
51740	2792	28
16	7288	28
101	379	1
38619	1565	8
105	6156	34
138	706	18
4283	3480	33
172	6728	28
49873	4989	4
149	8519	5
40778	2486	4
15116	7582	21
374	8951	33
792	6691	9
5600	6875	13
101	1297	9
5915	7085	31
819	6553	2
24663	9209	20
4369	1231	34
103	2871	9
102	9503	8
45754	4856	21
14	7638	26
54038	6569	0
2475	659	11
714	6664	11
7109	8424	15
12334	2737	25
1433	2272	0
5396	1335	20
124	8099	17
1253	6312	17
101	3006	12
167	4645	39
717	9935	23
17559	4618	37
5533	494	2
758	6010	14
3191	7146	23
10024	3401	3
30277	1039	7
2348	5603	5
41792	3068	3
212	497	3
37784	2670	9
556	3337	15
16553	661	31
124	1871	10
2268	8054	12
1405	7609	11
482	8974	13
1465	320	0
101	7768	12
2513	1481	21
269	2808	3
301	743	8
36190	9226	22
623	7653	1
108	5917	39
16564	7755	8
371	3722	19
168	4570	6
17579	2045	0
118	1656	15
6018	354	18
106	6305	11
27401	6855	18
1821	3519	10
1058	4632	13
4246	8247	10
2309	9477	21
849	6045	1
180	413	26
616	3570	6
2	7100	13
3099	2664	32
1923	3311	15
121	3460	0
5173	6258	22
34976	3701	6
194	8250	17
340	8690	23
118	3837	0
58045	356	5
14	5168	31
843	6596	6
950	1193	15
102	6864	20
3864	5171	3
30373	4484	3
24976	3756	32
1761	7652	6
102	2933	26
187	583	1
4538	8534	5
682	4871	27
216	509	10
101	1563	7
117	6423	22
5047	6007	9
57	2200	6
22087	9409	28
498	1388	1
180	6488	7
11543	5282	30
216	3766	7
4989	4016	5
2291	4823	19
102	9301	4
1522	8872	13
4517	1153	36
381	4541	14
2425	36	2
4522	9180	7
51794	2991	27
171	6396	37
14	4945	13
1079	2530	21
1393	9222	23
536	7427	19
7669	187	12
177	1930	4
1534	6335	37
104	7890	19
9567	9520	13
101	2518	28
683	7008	4
12872	6910	15
305	1892	21
13869	9494	11
5852	2737	2
1581	9484	17
31389	6357	35
114	4965	39
380	6941	17
157	6946	31
14	9829	37
231	1669	2
4073	7877	11
624	76	12
14	3635	22
42466	9217	16
4260	1470	2
13835	8843	21
106	3561	15
102	3545	6
14	4054	10
474	9020	10
3062	8778	14
8488	6815	6
120	6823	14
16551	8409	18
1797	7190	16
101	1336	15
3519	7528	21
50167	8972	6
109	1799	10
803	8287	1
800	5310	11
103	7517	17
115	7485	3
284	9477	10
370	2602	25
42799	890	13
106	7716	17
31887	2524	3
8867	925	6
679	1285	12
2987	2105	15
764	6388	18
171	2668	8
26118	8340	30
8035	4287	21
2295	6689	16
43963	1681	7
2833	2227	12
132	640	1
7434	9542	13
16384	5867	13
8337	6807	19
19990	274	24
52555	5860	0
413	1892	20
102	85	11
42464	398	2
31698	9967	12
7093	5895	31
968	2376	13
236	8732	14
813	8677	21
15180	2542	24
173	3883	16
588	6273	24
101	7506	2
507	9424	11
2628	1905	26
571	2532	7
42946	5205	11
719	882	2
11834	9148	9
5593	2261	26
585	6637	1
37903	7297	34
14	510	13
3379	4141	2
51525	6557	16
1474	1048	12
2039	7097	28
18490	9208	5
1544	3412	14
15243	8470	7
104	7422	11
11848	9109	14
48765	8336	11
36211	7812	11
4543	9164	2
270	3679	6
14	7570	18
39	1721	9
2989	6794	1
18538	7930	7
122	372	36
54340	4792	6
5350	9728	22
606	4566	25
9966	3388	9
9002	2154	7
16772	1786	2
3664	2404	19
10252	6875	9
199	5554	3
184	3318	6
9	1661	14
13031	5108	0
402	2247	6
6342	1089	10
45211	5237	25
922	6286	8
115	5119	8
2321	9598	7
10482	6263	4
1072	3770	4
300	1709	14
1815	7899	40
906	7858	3
24364	1143	5
15278	2022	18
14	8220	24
102	2393	2
101	3250	16
39960	2611	4
776	6769	0
362	507	5
15033	557	4
5579	6094	23
32357	7787	5
2	2101	27
849	1521	11
12801	4502	0
3006	647	18
2	6585	19
1892	7122	3
101	440	11
23517	6946	11
102	1554	15
286	9001	27
103	6621	21
1787	9343	0
14	2327	24
44729	282	11
499	2442	14
14	8021	18
180	6801	3
1756	1777	16
6229	8058	8
10452	7981	45
3079	4590	12
191	7247	7
108	419	10
102	2237	10
8690	3204	11
2	3615	17
101	7487	12
2445	8337	0
113	4371	0
6637	9355	18
489	3601	23
48191	7984	19
204	2120	15
119	2048	18
4479	9752	21
963	3409	10
40636	3415	14
16123	9662	10
101	1016	9
48881	8349	41
132	1537	17
101	4438	29
38166	3940	2
511	9046	8
221	7036	21
39568	4167	22
574	8815	21
297	3419	18
11735	2717	9
119	3337	16
287	6224	38
12308	5803	8
1975	770	5
105	2200	5
26883	7903	9
324	7505	12
5974	2095	16
652	6523	6
724	2184	33
1620	5348	45
52959	6659	14
107	5353	0
101	8184	12
1290	9139	4
12044	5295	23
13302	7257	2
104	9142	21
3412	1229	4
1045	4997	4
775	981	25
1019	6269	31
4432	7143	1
297	1083	1
133	2400	0
103	6335	11
107	7828	34
106	6691	23
123	2496	1
14799	9541	13
243	841	16
102	7390	13
397	7921	5
194	8698	10
987	3609	11
14	6394	31
377	24	8
127	8985	14
5507	3658	23
10234	1754	17
1035	67	35
3552	2742	3
6277	4600	20
17743	6457	1
184	7288	11
41207	536	23
55114	7399	0
6917	2520	23
145	3059	6
51291	5594	21
15313	6120	4
10148	4661	15
11338	8462	49
153	6180	13
19407	2884	1
57419	1204	6
106	4672	21
14	2770	29
140	1023	12
454	6494	30
3672	974	2
113	4467	27
55376	1014	14
15605	9257	13
618	1885	2
8	175	8
6803	4028	37
11397	248	13
155	2510	16
104	5146	11
653	7857	25
32886	4965	16
5163	9664	22
199	8735	9
